chid	chemical_name	measure	yes_no
32113	Tebuconazole	estradiol	no
32113	Tebuconazole	estrone	no
32113	Tebuconazole	testosterone	no
26529	2-tert-Butyl-5-methylphenol	estradiol	yes
26529	2-tert-Butyl-5-methylphenol	estrone	yes
47299	CP-422935	hydroxyprogesteroneesterone	no
47299	CP-422935	androsteinedione	no
47299	CP-422935	deoxycortisone	yes
47299	CP-422935	progesterone	yes
47299	CP-422935	testosterone	no
27581	"1,5,9-Cyclododecatriene"	estradiol	yes
27581	"1,5,9-Cyclododecatriene"	estrone	yes
21554	Decanoic acid	hydroxypregnenolone	yes
21554	Decanoic acid	estrone	yes
42400	Sodium hexyldecyl sulfate	cortisol	yes
47255	CP-465394	hydroxyprogesteroneesterone	yes
26214	Triclocarban	deoxycortisone	no
26214	Triclocarban	estradiol	no
26214	Triclocarban	progesterone	no
47538	"Pentane-1,5-diyl dibenzoate"	cortisol	yes
47538	"Pentane-1,5-diyl dibenzoate"	estradiol	yes
47538	"Pentane-1,5-diyl dibenzoate"	estrone	yes
20541	"5,5-Diphenylhydantoin"	cortisol	no
47341	SSR146977	hydroxypregnenolone	yes
47341	SSR146977	deoxycortisone	no
47341	SSR146977	estradiol	yes
47341	SSR146977	estrone	yes
21126	Phenothiazine	deoxycortisol	no
21126	Phenothiazine	hydroxyprogesteroneesterone	no
21126	Phenothiazine	androsteinedione	no
21126	Phenothiazine	deoxycortisone	no
21126	Phenothiazine	estradiol	yes
21126	Phenothiazine	estrone	yes
21126	Phenothiazine	testosterone	no
20959	2-Methyl-5-nitroaniline	hydroxyprogesteroneesterone	yes
20959	2-Methyl-5-nitroaniline	deoxycortisone	no
20959	2-Methyl-5-nitroaniline	progesterone	yes
20027	Acrylamide	cortisol	no
20027	Acrylamide	estradiol	no
20027	Acrylamide	testosterone	no
21771	4-(2-Methylbutan-2-yl)phenol	hydroxyprogesteroneesterone	yes
21771	4-(2-Methylbutan-2-yl)phenol	deoxycortisone	no
21771	4-(2-Methylbutan-2-yl)phenol	estrone	yes
25049	Diethylene glycol monomethyl ether	estradiol	yes
47309	UK-156819	deoxycortisol	yes
47309	UK-156819	androsteinedione	no
47309	UK-156819	deoxycortisone	yes
47309	UK-156819	estradiol	no
47309	UK-156819	estrone	no
47309	UK-156819	progesterone	yes
47309	UK-156819	testosterone	no
47254	CP-457920	deoxycortisol	no
47254	CP-457920	hydroxyprogesteroneesterone	no
47254	CP-457920	cortisol	no
47254	CP-457920	deoxycortisone	no
20582	Ethoxyquin	deoxycortisol	no
20582	Ethoxyquin	hydroxyprogesteroneesterone	yes
20582	Ethoxyquin	androsteinedione	no
20582	Ethoxyquin	cortisol	no
20582	Ethoxyquin	deoxycortisone	no
20582	Ethoxyquin	estradiol	yes
20582	Ethoxyquin	estrone	yes
20582	Ethoxyquin	progesterone	yes
20582	Ethoxyquin	testosterone	no
20209	Butylparaben	hydroxyprogesteroneesterone	yes
37094	4-Hydroxytamoxifen	deoxycortisol	no
37094	4-Hydroxytamoxifen	hydroxypregnenolone	yes
37094	4-Hydroxytamoxifen	hydroxyprogesteroneesterone	no
37094	4-Hydroxytamoxifen	androsteinedione	no
37094	4-Hydroxytamoxifen	cortisol	no
37094	4-Hydroxytamoxifen	deoxycortisone	no
37094	4-Hydroxytamoxifen	testosterone	no
26525	2-tert-Butylphenol	deoxycortisol	no
26525	2-tert-Butylphenol	hydroxypregnenolone	no
26525	2-tert-Butylphenol	cortisol	no
26525	2-tert-Butylphenol	deoxycortisone	no
26525	2-tert-Butylphenol	testosterone	no
47287	UK-333747	estradiol	no
20430	"1,2-Dichlorobenzene"	estradiol	yes
47362	SSR150106	deoxycortisol	no
47362	SSR150106	hydroxyprogesteroneesterone	no
47362	SSR150106	androsteinedione	no
47362	SSR150106	cortisol	no
47362	SSR150106	deoxycortisone	no
47362	SSR150106	estradiol	no
47362	SSR150106	estrone	no
47362	SSR150106	testosterone	no
47368	SSR69071	hydroxyprogesteroneesterone	no
47368	SSR69071	deoxycortisone	yes
20966	4-Nitrobenzoic acid	cortisol	no
20966	4-Nitrobenzoic acid	estradiol	no
24254	Phenanthrene	deoxycortisol	no
24254	Phenanthrene	hydroxypregnenolone	no
24254	Phenanthrene	hydroxyprogesteroneesterone	no
24254	Phenanthrene	androsteinedione	no
24254	Phenanthrene	deoxycortisone	no
24254	Phenanthrene	testosterone	no
20573	17beta-Estradiol	deoxycortisol	no
20573	17beta-Estradiol	hydroxypregnenolone	yes
20573	17beta-Estradiol	hydroxyprogesteroneesterone	no
20573	17beta-Estradiol	androsteinedione	no
20573	17beta-Estradiol	cortisol	no
20573	17beta-Estradiol	estradiol	yes
20573	17beta-Estradiol	estrone	yes
20573	17beta-Estradiol	testosterone	no
20822	Methotrexate	hydroxypregnenolone	yes
43709	Cyclopamine	androsteinedione	yes
43709	Cyclopamine	cortisol	no
43709	Cyclopamine	estradiol	yes
43709	Cyclopamine	estrone	yes
23645	Tetracycline	deoxycortisone	yes
47318	SB202235	hydroxyprogesteroneesterone	no
47318	SB202235	progesterone	no
24055	Dimethyl sulfate	cortisol	no
24055	Dimethyl sulfate	estradiol	no
21150	Phenylmercuric acetate	deoxycortisone	yes
21150	Phenylmercuric acetate	progesterone	yes
47372	AVE3295	hydroxyprogesteroneesterone	yes
47372	AVE3295	estrone	yes
47261	PharmaGSID_47261	deoxycortisone	no
32493	Triadimenol	deoxycortisol	no
32493	Triadimenol	androsteinedione	no
32493	Triadimenol	cortisol	no
32493	Triadimenol	deoxycortisone	no
32493	Triadimenol	estradiol	no
32493	Triadimenol	estrone	no
21411	Tris(2-chloroethyl) phosphate	androsteinedione	yes
21411	Tris(2-chloroethyl) phosphate	estrone	yes
21456	FD&C Yellow 6	androsteinedione	yes
21456	FD&C Yellow 6	estradiol	yes
21456	FD&C Yellow 6	estrone	yes
41691	Butam	deoxycortisol	no
41691	Butam	hydroxyprogesteroneesterone	no
41691	Butam	cortisol	no
41691	Butam	deoxycortisone	no
41691	Butam	estradiol	yes
41691	Butam	estrone	yes
41691	Butam	testosterone	no
21386	"2,4,6-Trichlorophenol"	hydroxyprogesteroneesterone	yes
21386	"2,4,6-Trichlorophenol"	estradiol	yes
21386	"2,4,6-Trichlorophenol"	estrone	yes
21386	"2,4,6-Trichlorophenol"	progesterone	yes
27608	Terbuthylazine	hydroxypregnenolone	yes
27608	Terbuthylazine	hydroxyprogesteroneesterone	yes
27608	Terbuthylazine	estradiol	yes
27608	Terbuthylazine	estrone	yes
27608	Terbuthylazine	progesterone	yes
20087	(E)-Anethole	cortisol	no
22524	Thalidomide	estrone	yes
33664	17-Methyltestosterone	deoxycortisol	no
33664	17-Methyltestosterone	hydroxypregnenolone	yes
33664	17-Methyltestosterone	cortisol	no
33664	17-Methyltestosterone	estradiol	no
33664	17-Methyltestosterone	estrone	no
33664	17-Methyltestosterone	progesterone	no
48174	FR167356	deoxycortisol	no
48174	FR167356	hydroxyprogesteroneesterone	no
48174	FR167356	androsteinedione	no
48174	FR167356	cortisol	no
48174	FR167356	deoxycortisone	no
48174	FR167356	testosterone	no
23825	Indium arsenide	cortisol	no
23825	Indium arsenide	estradiol	no
47366	SAR115740	deoxycortisol	no
47366	SAR115740	hydroxyprogesteroneesterone	yes
47366	SAR115740	androsteinedione	no
47366	SAR115740	cortisol	no
47366	SAR115740	progesterone	yes
47366	SAR115740	testosterone	no
47279	CP-532623	hydroxyprogesteroneesterone	yes
44175	Clove leaf oil	hydroxyprogesteroneesterone	no
44175	Clove leaf oil	androsteinedione	no
44175	Clove leaf oil	cortisol	yes
44175	Clove leaf oil	deoxycortisone	yes
44175	Clove leaf oil	estradiol	yes
44175	Clove leaf oil	estrone	yes
44175	Clove leaf oil	progesterone	no
44175	Clove leaf oil	testosterone	no
26797	"1,3,5-Trimethylbenzene"	hydroxypregnenolone	yes
26797	"1,3,5-Trimethylbenzene"	estradiol	yes
26797	"1,3,5-Trimethylbenzene"	estrone	yes
47251	CP-122721	hydroxypregnenolone	yes
47251	CP-122721	estradiol	yes
47251	CP-122721	estrone	yes
22308	Genistein	deoxycortisol	no
22308	Genistein	hydroxypregnenolone	yes
22308	Genistein	hydroxyprogesteroneesterone	no
22308	Genistein	androsteinedione	no
22308	Genistein	cortisol	no
22308	Genistein	testosterone	no
20710	"1,2-Diphenylhydrazine"	hydroxypregnenolone	no
20710	"1,2-Diphenylhydrazine"	hydroxyprogesteroneesterone	no
20710	"1,2-Diphenylhydrazine"	deoxycortisone	no
20710	"1,2-Diphenylhydrazine"	estrone	yes
20710	"1,2-Diphenylhydrazine"	progesterone	no
20710	"1,2-Diphenylhydrazine"	testosterone	no
24814	4-Chlorotoluene	cortisol	no
24814	4-Chlorotoluene	estradiol	no
38298	1-Hydroxypyrene	deoxycortisol	no
38298	1-Hydroxypyrene	hydroxyprogesteroneesterone	no
38298	1-Hydroxypyrene	androsteinedione	no
38298	1-Hydroxypyrene	cortisol	no
38298	1-Hydroxypyrene	estradiol	no
38298	1-Hydroxypyrene	testosterone	no
28033	Triisononyl trimellitate	estradiol	yes
28033	Triisononyl trimellitate	estrone	yes
47289	UK-343664	hydroxypregnenolone	yes
47289	UK-343664	hydroxyprogesteroneesterone	yes
47289	UK-343664	androsteinedione	yes
47289	UK-343664	deoxycortisone	no
47289	UK-343664	estradiol	yes
47289	UK-343664	estrone	yes
26564	Triethylene glycol bis(2-ethylhexanoate)	cortisol	yes
26564	Triethylene glycol bis(2-ethylhexanoate)	estradiol	yes
26564	Triethylene glycol bis(2-ethylhexanoate)	estrone	yes
31131	Dipentyl phthalate	deoxycortisol	no
31131	Dipentyl phthalate	hydroxypregnenolone	no
31131	Dipentyl phthalate	hydroxyprogesteroneesterone	no
31131	Dipentyl phthalate	cortisol	no
31131	Dipentyl phthalate	estradiol	no
31131	Dipentyl phthalate	testosterone	no
47312	GSK232420A	hydroxypregnenolone	no
47312	GSK232420A	progesterone	no
47257	Zamifenacin	hydroxyprogesteroneesterone	yes
29289	"5-Ethyl-1-aza-3,7-dioxabicyclo[3.3.0]octane"	hydroxyprogesteroneesterone	no
29289	"5-Ethyl-1-aza-3,7-dioxabicyclo[3.3.0]octane"	deoxycortisone	no
20740	Indomethacin	hydroxypregnenolone	yes
20740	Indomethacin	cortisol	no
20740	Indomethacin	deoxycortisone	yes
20740	Indomethacin	estradiol	no
20740	Indomethacin	testosterone	no
22536	4-Cumylphenol	hydroxyprogesteroneesterone	yes
22536	4-Cumylphenol	deoxycortisone	no
47297	CP-085958	deoxycortisone	no
21717	4-Chloro-3-methylphenol	hydroxyprogesteroneesterone	yes
21717	4-Chloro-3-methylphenol	deoxycortisone	no
21717	4-Chloro-3-methylphenol	estradiol	yes
20154	Clorophene	deoxycortisol	no
20154	Clorophene	hydroxyprogesteroneesterone	no
20154	Clorophene	androsteinedione	no
20154	Clorophene	cortisol	no
20154	Clorophene	estradiol	yes
20154	Clorophene	estrone	yes
20154	Clorophene	testosterone	no
34150	Haloperidol	deoxycortisol	no
34150	Haloperidol	hydroxyprogesteroneesterone	no
34150	Haloperidol	androsteinedione	no
34150	Haloperidol	cortisol	no
34150	Haloperidol	testosterone	no
24489	5-Amino-2-methylphenol	hydroxyprogesteroneesterone	yes
24489	5-Amino-2-methylphenol	estradiol	yes
24489	5-Amino-2-methylphenol	estrone	yes
24489	5-Amino-2-methylphenol	progesterone	yes
20366	Cyproterone acetate	deoxycortisol	no
20366	Cyproterone acetate	hydroxypregnenolone	yes
20366	Cyproterone acetate	hydroxyprogesteroneesterone	no
20366	Cyproterone acetate	cortisol	no
27041	"2,4,7,9-Tetramethyl-5-decyne-4,7-diol"	deoxycortisol	no
27041	"2,4,7,9-Tetramethyl-5-decyne-4,7-diol"	cortisol	no
27041	"2,4,7,9-Tetramethyl-5-decyne-4,7-diol"	deoxycortisone	no
27041	"2,4,7,9-Tetramethyl-5-decyne-4,7-diol"	estradiol	no
27041	"2,4,7,9-Tetramethyl-5-decyne-4,7-diol"	estrone	no
27041	"2,4,7,9-Tetramethyl-5-decyne-4,7-diol"	progesterone	no
22310	Daidzein	deoxycortisol	no
22310	Daidzein	hydroxypregnenolone	yes
22310	Daidzein	hydroxyprogesteroneesterone	no
22310	Daidzein	androsteinedione	no
22310	Daidzein	cortisol	no
22310	Daidzein	testosterone	no
47248	CI-1018	deoxycortisol	no
47248	CI-1018	hydroxypregnenolone	yes
47248	CI-1018	hydroxyprogesteroneesterone	yes
47248	CI-1018	cortisol	no
47248	CI-1018	deoxycortisone	no
47248	CI-1018	estradiol	yes
47248	CI-1018	estrone	yes
25692	Myrcene	cortisol	no
33058	"4-Amino-1,2,4-triazole"	estrone	no
23907	Benzo(b)fluoranthene	deoxycortisol	no
23907	Benzo(b)fluoranthene	hydroxypregnenolone	no
23907	Benzo(b)fluoranthene	hydroxyprogesteroneesterone	no
23907	Benzo(b)fluoranthene	cortisol	no
23907	Benzo(b)fluoranthene	deoxycortisone	no
32361	"2,2-Dibromo-3-nitrilopropionamide"	hydroxyprogesteroneesterone	yes
32361	"2,2-Dibromo-3-nitrilopropionamide"	androsteinedione	no
32361	"2,2-Dibromo-3-nitrilopropionamide"	cortisol	no
32361	"2,2-Dibromo-3-nitrilopropionamide"	deoxycortisone	yes
32361	"2,2-Dibromo-3-nitrilopropionamide"	estrone	yes
32361	"2,2-Dibromo-3-nitrilopropionamide"	progesterone	yes
20713	Hydrochlorothiazide	hydroxypregnenolone	yes
20713	Hydrochlorothiazide	estradiol	yes
20713	Hydrochlorothiazide	estrone	yes
21872	4-Methylaniline	hydroxyprogesteroneesterone	yes
20617	Eugenol	androsteinedione	no
20617	Eugenol	estradiol	yes
20617	Eugenol	estrone	yes
20617	Eugenol	progesterone	no
20617	Eugenol	testosterone	no
22828	Cladribine	hydroxypregnenolone	yes
22828	Cladribine	androsteinedione	yes
22828	Cladribine	cortisol	yes
22828	Cladribine	estradiol	yes
22828	Cladribine	estrone	yes
22828	Cladribine	testosterone	yes
47319	Carabersat	deoxycortisone	no
21206	"1,2-Propylene glycol"	deoxycortisone	no
48507	PharmaGSID_48507	deoxycortisol	no
48507	PharmaGSID_48507	hydroxyprogesteroneesterone	no
48507	PharmaGSID_48507	deoxycortisone	no
48507	PharmaGSID_48507	progesterone	no
48507	PharmaGSID_48507	testosterone	no
23556	Retinol	progesterone	yes
47324	SB281832	deoxycortisone	no
20069	2-Amino-5-azotoluene	hydroxyprogesteroneesterone	yes
20069	2-Amino-5-azotoluene	estradiol	yes
20069	2-Amino-5-azotoluene	progesterone	yes
47385	SAR377142	deoxycortisone	no
47278	CP-457677	deoxycortisol	no
47278	CP-457677	hydroxypregnenolone	yes
47278	CP-457677	hydroxyprogesteroneesterone	no
47278	CP-457677	cortisol	no
47278	CP-457677	estradiol	yes
47278	CP-457677	estrone	yes
34192	17beta-Trenbolone	deoxycortisol	no
34192	17beta-Trenbolone	hydroxypregnenolone	yes
34192	17beta-Trenbolone	hydroxyprogesteroneesterone	no
34192	17beta-Trenbolone	androsteinedione	no
34192	17beta-Trenbolone	cortisol	no
34192	17beta-Trenbolone	deoxycortisone	no
34192	17beta-Trenbolone	estradiol	no
34192	17beta-Trenbolone	estrone	no
34192	17beta-Trenbolone	testosterone	no
34286	5-Chloro-2-methyl-3(2H)-isothiazolone	cortisol	no
34286	5-Chloro-2-methyl-3(2H)-isothiazolone	deoxycortisone	no
34286	5-Chloro-2-methyl-3(2H)-isothiazolone	testosterone	yes
42190	"N,N-Dimethyldecylamine oxide"	deoxycortisol	no
42190	"N,N-Dimethyldecylamine oxide"	hydroxyprogesteroneesterone	no
42190	"N,N-Dimethyldecylamine oxide"	androsteinedione	no
42190	"N,N-Dimethyldecylamine oxide"	cortisol	no
42190	"N,N-Dimethyldecylamine oxide"	deoxycortisone	no
42190	"N,N-Dimethyldecylamine oxide"	estradiol	no
42190	"N,N-Dimethyldecylamine oxide"	estrone	no
42190	"N,N-Dimethyldecylamine oxide"	testosterone	no
23877	2-Anisidine	hydroxyprogesteroneesterone	yes
23877	2-Anisidine	deoxycortisone	no
20249	Carbofuran	deoxycortisone	no
20249	Carbofuran	estradiol	yes
47284	PHA-00543613	deoxycortisone	no
21286	Styrene oxide	estradiol	no
20687	"1,2,3,4,5,6-Hexachlorocyclohexane"	deoxycortisol	no
20687	"1,2,3,4,5,6-Hexachlorocyclohexane"	hydroxyprogesteroneesterone	no
20687	"1,2,3,4,5,6-Hexachlorocyclohexane"	androsteinedione	no
20687	"1,2,3,4,5,6-Hexachlorocyclohexane"	cortisol	no
20687	"1,2,3,4,5,6-Hexachlorocyclohexane"	deoxycortisone	no
20687	"1,2,3,4,5,6-Hexachlorocyclohexane"	estrone	no
20687	"1,2,3,4,5,6-Hexachlorocyclohexane"	testosterone	no
47296	Zenarestat	hydroxypregnenolone	yes
47296	Zenarestat	estradiol	yes
47296	Zenarestat	progesterone	yes
47285	PHA-00568487	deoxycortisone	no
47285	PHA-00568487	progesterone	no
21952	Triphenyl phosphate	hydroxyprogesteroneesterone	no
21952	Triphenyl phosphate	androsteinedione	no
21952	Triphenyl phosphate	estradiol	yes
26261	TDCPP	deoxycortisone	no
20161	Biphenyl	estrone	yes
22528	Ethylparaben	deoxycortisol	no
22528	Ethylparaben	hydroxypregnenolone	yes
22528	Ethylparaben	hydroxyprogesteroneesterone	yes
22528	Ethylparaben	deoxycortisone	no
22528	Ethylparaben	estradiol	yes
22528	Ethylparaben	estrone	yes
22528	Ethylparaben	progesterone	yes
47576	Cotinine	cortisol	no
20006	Acetaminophen	cortisol	yes
20006	Acetaminophen	deoxycortisone	yes
47315	PharmaGSID_47315	deoxycortisone	yes
23845	Acenaphthylene	estradiol	yes
23845	Acenaphthylene	estrone	yes
22377	17alpha-Estradiol	deoxycortisol	no
22377	17alpha-Estradiol	hydroxypregnenolone	yes
22377	17alpha-Estradiol	hydroxyprogesteroneesterone	no
22377	17alpha-Estradiol	androsteinedione	no
22377	17alpha-Estradiol	cortisol	no
22377	17alpha-Estradiol	estradiol	yes
22377	17alpha-Estradiol	estrone	yes
22377	17alpha-Estradiol	testosterone	no
20890	6-Methyl-2-thiouracil	cortisol	no
47375	AVE9423	estradiol	no
22367	Estrone	deoxycortisol	no
22367	Estrone	hydroxypregnenolone	yes
22367	Estrone	hydroxyprogesteroneesterone	no
22367	Estrone	androsteinedione	no
22367	Estrone	cortisol	no
22367	Estrone	estradiol	yes
22367	Estrone	testosterone	no
22000	Ethanolamine	deoxycortisone	no
22959	Docusate sodium	hydroxypregnenolone	yes
47391	SAR102608	hydroxyprogesteroneesterone	no
47391	SAR102608	cortisol	no
47391	SAR102608	deoxycortisone	no
27047	alpha-Isomethylionone	estradiol	no
20869	"4,4'-Methylenebis(N,N-dimethylaniline)"	hydroxyprogesteroneesterone	yes
20869	"4,4'-Methylenebis(N,N-dimethylaniline)"	androsteinedione	no
20869	"4,4'-Methylenebis(N,N-dimethylaniline)"	progesterone	yes
25895	"N-Phenyl-1,4-benzenediamine"	hydroxyprogesteroneesterone	no
25895	"N-Phenyl-1,4-benzenediamine"	androsteinedione	no
25895	"N-Phenyl-1,4-benzenediamine"	cortisol	no
25895	"N-Phenyl-1,4-benzenediamine"	deoxycortisone	yes
25895	"N-Phenyl-1,4-benzenediamine"	testosterone	no
47525	Pravastatin sodium	deoxycortisol	no
47525	Pravastatin sodium	hydroxyprogesteroneesterone	no
47525	Pravastatin sodium	androsteinedione	no
47525	Pravastatin sodium	cortisol	no
47525	Pravastatin sodium	deoxycortisone	no
47525	Pravastatin sodium	estradiol	no
47525	Pravastatin sodium	estrone	no
47525	Pravastatin sodium	testosterone	no
21519	2-(2-Butoxyethoxy)ethanol	estradiol	no
20807	2-Mercaptobenzothiazole	hydroxypregnenolone	no
20807	2-Mercaptobenzothiazole	hydroxyprogesteroneesterone	no
20807	2-Mercaptobenzothiazole	androsteinedione	no
20807	2-Mercaptobenzothiazole	cortisol	no
20807	2-Mercaptobenzothiazole	estrone	no
20807	2-Mercaptobenzothiazole	testosterone	no
24126	Heptachlor epoxide	hydroxyprogesteroneesterone	no
29871	Clotrimazole	deoxycortisol	no
29871	Clotrimazole	hydroxyprogesteroneesterone	no
29871	Clotrimazole	androsteinedione	no
29871	Clotrimazole	estradiol	no
29871	Clotrimazole	estrone	no
29871	Clotrimazole	testosterone	no
48520	Piragliatin	deoxycortisone	no
47334	MK-968	deoxycortisol	no
47334	MK-968	hydroxyprogesteroneesterone	no
47334	MK-968	androsteinedione	no
47334	MK-968	cortisol	no
47334	MK-968	deoxycortisone	no
47334	MK-968	testosterone	no
48510	PharmaGSID_48510	hydroxypregnenolone	yes
48510	PharmaGSID_48510	hydroxyprogesteroneesterone	yes
48510	PharmaGSID_48510	androsteinedione	yes
48510	PharmaGSID_48510	deoxycortisone	no
48510	PharmaGSID_48510	estradiol	yes
48510	PharmaGSID_48510	estrone	yes
48171	FR145237	deoxycortisol	no
48171	FR145237	hydroxypregnenolone	no
48171	FR145237	hydroxyprogesteroneesterone	no
48171	FR145237	deoxycortisone	no
48171	FR145237	estrone	no
47338	HMR1426	deoxycortisol	no
47338	HMR1426	hydroxyprogesteroneesterone	yes
47338	HMR1426	androsteinedione	no
47338	HMR1426	cortisol	no
47338	HMR1426	deoxycortisone	no
47338	HMR1426	estrone	yes
47338	HMR1426	testosterone	no
47351	SSR240612	deoxycortisol	no
47351	SSR240612	cortisol	no
22529	Methylparaben	hydroxyprogesteroneesterone	yes
22529	Methylparaben	deoxycortisone	no
22529	Methylparaben	estradiol	yes
22529	Methylparaben	progesterone	yes
20930	Nicotine	androsteinedione	no
20930	Nicotine	cortisol	no
20930	Nicotine	deoxycortisone	yes
20930	Nicotine	estradiol	no
20930	Nicotine	testosterone	no
20137	Benzidine	hydroxyprogesteroneesterone	no
20137	Benzidine	androsteinedione	no
20137	Benzidine	cortisol	no
20137	Benzidine	deoxycortisone	yes
20137	Benzidine	estradiol	yes
20137	Benzidine	estrone	yes
20137	Benzidine	progesterone	yes
20137	Benzidine	testosterone	no
20337	Clomiphene citrate (1:1)	deoxycortisol	no
20337	Clomiphene citrate (1:1)	hydroxyprogesteroneesterone	no
20337	Clomiphene citrate (1:1)	androsteinedione	no
20337	Clomiphene citrate (1:1)	cortisol	no
20337	Clomiphene citrate (1:1)	testosterone	no
20402	"2,4-Diaminotoluene"	hydroxyprogesteroneesterone	yes
20402	"2,4-Diaminotoluene"	cortisol	no
20402	"2,4-Diaminotoluene"	deoxycortisone	no
20402	"2,4-Diaminotoluene"	progesterone	yes
34187	Tamoxifen	deoxycortisol	no
34187	Tamoxifen	hydroxyprogesteroneesterone	no
34187	Tamoxifen	deoxycortisone	no
27441	Octabenzone	deoxycortisol	no
27441	Octabenzone	hydroxyprogesteroneesterone	no
27441	Octabenzone	testosterone	no
20123	Azobenzene	hydroxyprogesteroneesterone	no
20123	Azobenzene	cortisol	no
20123	Azobenzene	deoxycortisone	no
20123	Azobenzene	progesterone	no
20123	Azobenzene	testosterone	no
20654	Geranyl acetate	cortisol	no
24104	Fluoranthene	deoxycortisol	no
24104	Fluoranthene	hydroxyprogesteroneesterone	no
24104	Fluoranthene	androsteinedione	no
24104	Fluoranthene	deoxycortisone	no
24104	Fluoranthene	testosterone	no
47355	Trelanserin	deoxycortisol	no
47355	Trelanserin	hydroxyprogesteroneesterone	no
47355	Trelanserin	androsteinedione	no
47355	Trelanserin	cortisol	no
47355	Trelanserin	testosterone	no
24289	Pyrene	deoxycortisol	no
24289	Pyrene	hydroxyprogesteroneesterone	no
24289	Pyrene	androsteinedione	no
24289	Pyrene	deoxycortisone	no
24289	Pyrene	testosterone	no
24882	Cycloheximide	deoxycortisol	no
24882	Cycloheximide	hydroxyprogesteroneesterone	no
24882	Cycloheximide	estradiol	no
24882	Cycloheximide	estrone	no
24882	Cycloheximide	testosterone	no
24460	4-Aminoazobenzene	deoxycortisol	no
24460	4-Aminoazobenzene	hydroxyprogesteroneesterone	yes
24460	4-Aminoazobenzene	androsteinedione	no
24460	4-Aminoazobenzene	cortisol	no
24460	4-Aminoazobenzene	progesterone	yes
24460	4-Aminoazobenzene	testosterone	no
20970	Nitrofen	hydroxyprogesteroneesterone	no
20970	Nitrofen	androsteinedione	no
20970	Nitrofen	estradiol	yes
20970	Nitrofen	testosterone	no
47349	AVE8488	hydroxyprogesteroneesterone	yes
47349	AVE8488	androsteinedione	no
47349	AVE8488	progesterone	yes
27593	4-Chlorobenzotrichloride	estrone	yes
20943	2-Methoxy-5-nitroaniline	deoxycortisol	no
20943	2-Methoxy-5-nitroaniline	hydroxyprogesteroneesterone	yes
20943	2-Methoxy-5-nitroaniline	cortisol	no
20943	2-Methoxy-5-nitroaniline	deoxycortisone	no
20943	2-Methoxy-5-nitroaniline	estradiol	no
20943	2-Methoxy-5-nitroaniline	estrone	no
20943	2-Methoxy-5-nitroaniline	progesterone	yes
20943	2-Methoxy-5-nitroaniline	testosterone	yes
24059	"3,3'-Dimethylbenzidine"	hydroxyprogesteroneesterone	yes
24059	"3,3'-Dimethylbenzidine"	androsteinedione	no
24059	"3,3'-Dimethylbenzidine"	cortisol	no
24059	"3,3'-Dimethylbenzidine"	deoxycortisone	yes
24059	"3,3'-Dimethylbenzidine"	estradiol	yes
24059	"3,3'-Dimethylbenzidine"	estrone	yes
24059	"3,3'-Dimethylbenzidine"	progesterone	yes
24059	"3,3'-Dimethylbenzidine"	testosterone	no
47270	Besonprodil	deoxycortisol	no
47270	Besonprodil	hydroxyprogesteroneesterone	no
47270	Besonprodil	androsteinedione	no
47270	Besonprodil	cortisol	no
47270	Besonprodil	testosterone	no
21030	N-Nitrosodiphenylamine	estradiol	yes
21030	N-Nitrosodiphenylamine	estrone	yes
21780	Diethyl phthalate	deoxycortisone	no
21780	Diethyl phthalate	estradiol	yes
21780	Diethyl phthalate	estrone	yes
45232	Tiratricol	hydroxyprogesteroneesterone	yes
45232	Tiratricol	progesterone	yes
48519	PharmaGSID_48519	deoxycortisol	no
48519	PharmaGSID_48519	hydroxyprogesteroneesterone	no
48519	PharmaGSID_48519	cortisol	no
48519	PharmaGSID_48519	deoxycortisone	no
48519	PharmaGSID_48519	estradiol	yes
48519	PharmaGSID_48519	estrone	yes
44203	Pioglitazone hydrochloride	deoxycortisol	no
44203	Pioglitazone hydrochloride	hydroxypregnenolone	no
44203	Pioglitazone hydrochloride	hydroxyprogesteroneesterone	no
44203	Pioglitazone hydrochloride	deoxycortisone	no
44643	"N,N,N-Trimethyl(oxiran-2-yl)methanaminium chloride"	progesterone	no
40788	2-tert-Butyl-4-methoxyphenol	estradiol	yes
40788	2-tert-Butyl-4-methoxyphenol	estrone	yes
47286	Candoxatril	progesterone	no
37752	Diphenyl isophthalate	deoxycortisol	no
37752	Diphenyl isophthalate	cortisol	no
37752	Diphenyl isophthalate	deoxycortisone	no
27061	2-Naphthalenol	hydroxyprogesteroneesterone	yes
27061	2-Naphthalenol	androsteinedione	no
27061	2-Naphthalenol	deoxycortisone	no
27061	2-Naphthalenol	estradiol	yes
27061	2-Naphthalenol	estrone	yes
27061	2-Naphthalenol	testosterone	no
47281	CP-612372	deoxycortisol	no
47281	CP-612372	hydroxyprogesteroneesterone	no
47281	CP-612372	cortisol	no
41847	Dibutyl decanedioate	progesterone	no
22731	Carbamazepine	cortisol	no
23826	Isophorone diisocyanate	deoxycortisol	no
23826	Isophorone diisocyanate	hydroxyprogesteroneesterone	no
23826	Isophorone diisocyanate	cortisol	no
23826	Isophorone diisocyanate	deoxycortisone	no
23826	Isophorone diisocyanate	estradiol	no
23826	Isophorone diisocyanate	estrone	no
47322	SB243213A	deoxycortisol	no
47322	SB243213A	hydroxyprogesteroneesterone	no
47322	SB243213A	cortisol	no
47322	SB243213A	deoxycortisone	no
